source_file	source_function	classification	va	structural_status	evidence_status	authority_status	finding_code	finding_detail
BattleEngine.cpp	CBattleEngine::UpdateRotation	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::IsWalking	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::DeclareInWater	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::Move	SOURCE_ANALOG	0x004081c0	PASS	PASS	PASS	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::HandleSounds	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::IsStandingOnAMoveingObject	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::GetLocalLastFrameMovement	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::ZoomModifier	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::AutoZoomOut	SOURCE_ANALOG	0x00409e80	PASS	PASS	PASS	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::ZoomOut	SOURCE_ANALOG	0x00409e90	PASS	PASS	PASS	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::ZoomIn	SOURCE_ANALOG	0x00409ec0	PASS	PASS	PASS	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::ChargeWeapon	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::FireWeapon	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::ChangeWeapon	SOURCE_ANALOG	0x00409f70	PASS	PASS	PASS	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::LoseWeaponCharge	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::ConfirmedKill	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::Morph	SOURCE_ANALOG	0x0040a580	PASS	PASS	PASS	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::Damage	SOURCE_ANALOG	0x0040a890	PASS	PASS	PASS	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::GetRequiresPolyBucket	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::Rearm	SOURCE_ANALOG	0x0040ac50	PASS	FAIL	PASS	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	ANALOG_EVIDENCE_PATH_MISSING: SOURCE_ANALOG has no evidence_path | ANALOG_REASON_EVIDENCE_WEAK: no cited bounded reason explains the source-to-retail analogy
BattleEngine.cpp	CBattleEngine::CalcUnitOverCrossHair	SOURCE_ANALOG	0x0040acc0	PASS	PASS	PASS	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::GetThingOverCrossHair	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::UpdateAutoAim	SOURCE_ANALOG	0x0040b120	PASS	PASS	PASS	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::HandleAutoAim	SOURCE_ANALOG	0x0040b6d0	PASS	PASS	PASS	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::StartDieProcess	SOURCE_ANALOG	0x0040bfd0	PASS	FAIL	PASS	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	ANALOG_EVIDENCE_PATH_MISSING: SOURCE_ANALOG has no evidence_path | ANALOG_REASON_EVIDENCE_WEAK: no cited bounded reason explains the source-to-retail analogy
BattleEngine.cpp	CBattleEngine::HandleIncomingMissle	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::HandleEvent	SOURCE_ANALOG	0x0040c180	PASS	PASS	PASS	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::WeaponFired	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::RecoilWeapon	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::GetCurrentWeapon	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::IsWeaponOverheated	SOURCE_ANALOG	0x0040c3a0	PASS	PASS	PASS	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::GetWeaponAmmoPercentage	SOURCE_ANALOG	0x0040c3c0	PASS	PASS	PASS	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::GetWeaponAmmoCount	SOURCE_ANALOG	0x0040c460	PASS	PASS	PASS	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::IsEnergyWeapon	SOURCE_ANALOG	0x0040c480	PASS	PASS	PASS	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::GetWeaponCharge	SOURCE_ANALOG	0x0040c4a0	PASS	PASS	PASS	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::GetWeaponName	SOURCE_ANALOG	0x0040c550	PASS	PASS	PASS	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::GetWeaponPhysicsName	SOURCE_ANALOG	0x0040c570	PASS	PASS	PASS	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::GetWeaponIconName	SOURCE_ANALOG	0x0040c590	PASS	PASS	PASS	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::GetWeaponReadiness	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::WhereIsCurrentWeaponAttached	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::FullHealth	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::NeedsRearm	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::GetMaxEnergy	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::ConfigurationUp	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::ConfigurationDown	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::UpdateConfiguration	SOURCE_ANALOG	0x0040c650	PASS	FAIL	PASS	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	ANALOG_EVIDENCE_PATH_MISSING: SOURCE_ANALOG has no evidence_path | ANALOG_REASON_EVIDENCE_WEAK: no cited bounded reason explains the source-to-retail analogy
BattleEngine.cpp	CBattleEngine::DeclareOnObject	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::DeclareOnGround	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::GetLaunchPosition	SOURCE_ANALOG	0x0040c990	PASS	FAIL	PASS	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	ANALOG_EVIDENCE_PATH_MISSING: SOURCE_ANALOG has no evidence_path | ANALOG_REASON_EVIDENCE_WEAK: no cited bounded reason explains the source-to-retail analogy
BattleEngine.cpp	CBattleEngine::AccumulateResources	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::HandleCloak	SOURCE_ANALOG	0x0040d4d0	PASS	FAIL	PASS	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	ANALOG_EVIDENCE_PATH_MISSING: SOURCE_ANALOG has no evidence_path | ANALOG_REASON_EVIDENCE_WEAK: no cited bounded reason explains the source-to-retail analogy
BattleEngine.cpp	CBattleEngine::Cloak	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::Decloak	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::Render	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CLockInfo::GetLockPercentage	SOURCE_ANALOG	0x0040d5b0	PASS	FAIL	PASS	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	ANALOG_EVIDENCE_PATH_MISSING: SOURCE_ANALOG has no evidence_path | ANALOG_REASON_EVIDENCE_WEAK: no cited bounded reason explains the source-to-retail analogy
BattleEngine.cpp	CLockInfo::Fired	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::PlayHudSample	NO_MATCH_FOUND		PASS_AMBIGUOUS_NAME	PASS_SHARED_METHOD	NOT_APPLICABLE	SOURCE_NAME_AMBIGUOUS	SOURCE_NAME_AMBIGUOUS: same file/function label occurs at lines 3161,3180; kept distinct by line
BattleEngine.cpp	CBattleEngine::PlayHudSample	NO_MATCH_FOUND		PASS_AMBIGUOUS_NAME	PASS_SHARED_METHOD	NOT_APPLICABLE	SOURCE_NAME_AMBIGUOUS	SOURCE_NAME_AMBIGUOUS: same file/function label occurs at lines 3161,3180; kept distinct by line
BattleEngine.cpp	CBattleEngine::GetInterpolatedEulerOrientation	SOURCE_ANALOG	0x0040d660	PASS	FAIL	PASS	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	ANALOG_EVIDENCE_PATH_MISSING: SOURCE_ANALOG has no evidence_path | ANALOG_REASON_EVIDENCE_WEAK: no cited bounded reason explains the source-to-retail analogy
BattleEngine.cpp	CBattleEngine::GetInterpolatedAutoAimPos	SOURCE_ANALOG	0x0040d7c0	PASS	FAIL	PASS	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	ANALOG_EVIDENCE_PATH_MISSING: SOURCE_ANALOG has no evidence_path | ANALOG_REASON_EVIDENCE_WEAK: no cited bounded reason explains the source-to-retail analogy
BattleEngine.cpp	CBattleEngine::GetInterpolatedTrackingPos	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::EnableWeapon	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::DisableWeapon	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::CountActiveWeapons	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::EnableFlightMode	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::DisableFlightMode	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::HostileEnvironment	SOURCE_ANALOG	0x0040dce0	PASS	FAIL	PASS	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	ANALOG_EVIDENCE_PATH_MISSING: SOURCE_ANALOG has no evidence_path | ANALOG_REASON_EVIDENCE_WEAK: no cited bounded reason explains the source-to-retail analogy
BattleEngine.cpp	CBattleEngine::TestDanger	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::AugmentWeapon	SOURCE_ANALOG	0x0040de40	PASS	FAIL	PASS	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	ANALOG_EVIDENCE_PATH_MISSING: SOURCE_ANALOG has no evidence_path | ANALOG_REASON_EVIDENCE_WEAK: no cited bounded reason explains the source-to-retail analogy
BattleEngine.cpp	CBattleEngine::UnaugmentWeapon	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::GetRadius	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::COfGHeight	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::Explode	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::CanBeLocked	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::IsFiring	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::ToggleCockpit	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::GetBeamPosition	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::GetThreat	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::GetImportance	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::GetInitialLife	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::AddDamageFlash	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::ProcessDamageFlashes	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::ActivateThrusters	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::DeactivateThrusters	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::HandleEngines	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::FinishedPlayingCurrentAnimation	SOURCE_ANALOG	0x0040eeb0	PASS	PASS	PASS	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::GroundParticleEffect	SOURCE_ANALOG	0x0040ef20	PASS	PASS	PASS	OK	No row-level finding.
BattleEngine.cpp	CBattleEngine::WeaponOverheated	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngineConfigurations.cpp	UBattleEngineConfigurations::Initialise	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngineConfigurations.cpp	UBattleEngineConfigurations::ShutDown	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngineConfigurations.cpp	UBattleEngineConfigurations::Load	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngineConfigurations.cpp	UBattleEngineConfigurations::Skip	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngineConfigurations.cpp	UBattleEngineConfigurations::GetConfiguration	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngineDataManager.cpp	CBattleEngineData::CBattleEngineData	SOURCE_ANALOG	0x0040f520	PASS	FAIL	PASS	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	ANALOG_EVIDENCE_PATH_MISSING: SOURCE_ANALOG has no evidence_path | ANALOG_REASON_EVIDENCE_WEAK: no cited bounded reason explains the source-to-retail analogy
BattleEngineDataManager.cpp	CBattleEngineData::Initialise	SOURCE_ANALOG	0x0040f590	PASS	FAIL	PASS	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	ANALOG_EVIDENCE_PATH_MISSING: SOURCE_ANALOG has no evidence_path | ANALOG_REASON_EVIDENCE_WEAK: no cited bounded reason explains the source-to-retail analogy
BattleEngineDataManager.cpp	CBattleEngineData::Shutdown	SOURCE_ANALOG	0x0040f890	PASS	FAIL	PASS	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	ANALOG_EVIDENCE_PATH_MISSING: SOURCE_ANALOG has no evidence_path | ANALOG_REASON_EVIDENCE_WEAK: no cited bounded reason explains the source-to-retail analogy
BattleEngineDataManager.cpp	CBattleEngineData::Load	NO_MATCH_FOUND		PASS_AMBIGUOUS_NAME	PASS_SHARED_METHOD	NOT_APPLICABLE	SOURCE_NAME_AMBIGUOUS	SOURCE_NAME_AMBIGUOUS: same file/function label occurs at lines 148,588; kept distinct by line
BattleEngineDataManager.cpp	CBattleEngineData::AccumulateResources	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngineDataManager.cpp	CBattleEngineData::Skip	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngineDataManager.cpp	CBattleEngineData::Load	NO_MATCH_FOUND		PASS_AMBIGUOUS_NAME	PASS_SHARED_METHOD	NOT_APPLICABLE	SOURCE_NAME_AMBIGUOUS	SOURCE_NAME_AMBIGUOUS: same file/function label occurs at lines 148,588; kept distinct by line
BattleEngineDataManager.cpp	CBattleEngineData::Save	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngineJetPart.cpp	CBattleEngineJetPart::CBattleEngineJetPart	SOURCE_ANALOG	0x00410210	PASS	PASS	PASS	OK	No row-level finding.
BattleEngineJetPart.cpp	CBattleEngineJetPart::~dtor	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngineJetPart.cpp	CBattleEngineJetPart::Thrust	SOURCE_ANALOG	0x00410310	PASS	PASS	PASS	OK	No row-level finding.
BattleEngineJetPart.cpp	CBattleEngineJetPart::Turn	SOURCE_ANALOG	0x00410490	PASS	PASS	PASS	OK	No row-level finding.
BattleEngineJetPart.cpp	CBattleEngineJetPart::Pitch	SOURCE_ANALOG	0x00410670	PASS	PASS	PASS	OK	No row-level finding.
BattleEngineJetPart.cpp	CBattleEngineJetPart::YawLeft	SOURCE_ANALOG	0x00410740	PASS	PASS	PASS	OK	No row-level finding.
BattleEngineJetPart.cpp	CBattleEngineJetPart::YawRight	SOURCE_ANALOG	0x004109d0	PASS	PASS	PASS	OK	No row-level finding.
BattleEngineJetPart.cpp	CBattleEngineJetPart::Move	SOURCE_ANALOG	0x00410c50	PASS	PASS	PASS	OK	No row-level finding.
BattleEngineJetPart.cpp	CBattleEngineJetPart::Gravity	SOURCE_ANALOG	0x004114d0	PASS	PASS	PASS	OK	No row-level finding.
BattleEngineJetPart.cpp	CBattleEngineJetPart::HandleSkimming	SOURCE_ANALOG	0x00411500	PASS	PASS	PASS	OK	No row-level finding.
BattleEngineJetPart.cpp	CBattleEngineJetPart::HandleGroundEffect	SOURCE_ANALOG	0x00411630	PASS	FAIL	PASS	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	ANALOG_EVIDENCE_PATH_MISSING: SOURCE_ANALOG has no evidence_path | ANALOG_REASON_EVIDENCE_WEAK: no cited bounded reason explains the source-to-retail analogy
BattleEngineJetPart.cpp	CBattleEngineJetPart::GetFriction	SOURCE_ANALOG	0x00411aa0	PASS	FAIL	PASS	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	ANALOG_EVIDENCE_PATH_MISSING: SOURCE_ANALOG has no evidence_path | ANALOG_REASON_EVIDENCE_WEAK: no cited bounded reason explains the source-to-retail analogy
BattleEngineJetPart.cpp	CBattleEngineJetPart::GetIsDoingSpecialAirMove	SOURCE_ANALOG	0x00411b70	PASS	FAIL	PASS	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	ANALOG_EVIDENCE_PATH_MISSING: SOURCE_ANALOG has no evidence_path | ANALOG_REASON_EVIDENCE_WEAK: no cited bounded reason explains the source-to-retail analogy
BattleEngineJetPart.cpp	CBattleEngineJetPart::FireWeapon	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngineJetPart.cpp	CBattleEngineJetPart::ChargeWeapon	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
BattleEngineJetPart.cpp	CBattleEngineJetPart::ChangeWeapon	SOURCE_ANALOG	0x00411e70	PASS	PASS	PASS	OK	No row-level finding.
